sample	label
GSM2774924	lung
GSM2774925	lung
GSM2774926	lung
GSM2774927	lung
GSM2774928	lung
GSM2774929	lung
GSM2774930	lung
GSM2774931	lung
GSM2774932	lung
GSM2774933	lung
GSM2774934	lung
GSM2774935	lung
GSM2774936	lung
GSM2774937	lung
GSM2774938	lung
GSM2774939	lung
GSM2774940	lung
GSM2774941	lung
GSM2774942	lung
GSM2774943	lung
GSM2774944	lung
GSM2774945	lung
GSM2774946	lung
GSM2774949	lung
GSM2774950	lung
GSM2774951	lung
GSM3032426	prostate
GSM3032427	prostate
GSM3032428	prostate
GSM3032429	prostate
GSM3032431	prostate
GSM3032434	prostate
GSM3032435	prostate
GSM3032436	prostate
GSM3032437	prostate
GSM3069580	breast
GSM3069581	breast
GSM3069585	breast
GSM3069586	breast
GSM3069589	breast
GSM3142226	
GSM3142227	
GSM3142233	
GSM3142235	
GSM3184346	breast
GSM3184348	breast
GSM2949383	lung
GSM2949391	lung
GSM2949392	lung
GSM2949400	lung
GSM3108995	prostate
GSM3108996	prostate
GSM2746252	
GSM2219381	
GSM2219391	
GSM2641020	
GSM2641021	
GSM2641022	
GSM2641023	
GSM2641024	
GSM2641025	
GSM2641026	
GSM2641028	
GSM2837007	gastric
GSM2837008	gastric
GSM3068400	breast
GSM3068401	breast
GSM3068403	breast
GSM3068404	breast
GSM3068405	breast
GSM3068406	breast
GSM3068407	breast
GSM3068408	breast
GSM3160814	prostate
GSM3160815	prostate
GSM3160817	prostate
GSM3267325	pancreatic
GSM3267326	pancreatic
GSM3267327	pancreatic
GSM3267328	pancreatic
GSM3267329	pancreatic
GSM3267330	pancreatic
GSM2227649	breast
GSM2227650	breast
GSM2227653	breast
GSM2227654	breast
GSM2227655	breast
GSM2227656	breast
GSM2227659	breast
GSM2227660	breast
GSM2227663	breast
GSM2227664	breast
GSM2227665	breast
GSM2227666	breast
GSM2227679	breast
GSM2227683	breast
GSM2227684	breast
GSM3160672	colorectal
GSM3160673	colorectal
GSM3160674	colorectal
GSM3160675	colorectal
GSM3160676	colorectal
GSM3160677	colorectal
GSM3160680	colorectal
GSM3160681	colorectal
GSM3160682	colorectal
GSM3160684	colorectal
GSM3160685	colorectal
GSM2876121	
GSM2876122	
GSM2876123	
GSM2876124	
GSM2876125	
GSM2876126	
GSM2876127	
GSM2876128	
GSM2876129	breast
GSM2876130	breast
GSM2876131	breast
GSM2876132	breast
GSM3104386	prostate
GSM2904745	prostate
GSM2904746	prostate
GSM2904747	prostate
GSM2904748	prostate
GSM2904749	prostate
GSM2904750	prostate
GSM2904751	prostate
GSM2904752	prostate
GSM2904753	prostate
GSM2904754	prostate
GSM2904755	prostate
GSM2904756	prostate
GSM2809181	breast
GSM2809182	breast
GSM2809183	breast
GSM2809184	breast
GSM2809185	breast
GSM2809186	breast
GSM2809187	breast
GSM2809188	breast
GSM2809189	breast
GSM2809190	breast
GSM2809191	breast
GSM2809192	breast
GSM2809193	breast
GSM2809194	breast
GSM2809195	breast
GSM2809196	breast
GSM2809197	breast
GSM2809198	breast
GSM2809199	breast
GSM2809200	breast
GSM2809201	breast
GSM2809202	breast
GSM2809203	breast
GSM2809204	breast
GSM2835220	pancreatic
GSM2835221	pancreatic
GSM2835222	pancreatic
GSM2835223	pancreatic
GSM2835224	pancreatic
GSM2835225	pancreatic
GSM2835226	pancreatic
GSM2835227	pancreatic
GSM2835228	pancreatic
GSM2835229	pancreatic
GSM2835230	pancreatic
GSM2835231	pancreatic
GSM2835232	pancreatic
GSM2835233	pancreatic
GSM2835234	pancreatic
GSM2835235	pancreatic
GSM2835236	pancreatic
GSM2835237	pancreatic
GSM2835238	pancreatic
GSM2835239	pancreatic
GSM2835240	pancreatic
GSM2835241	pancreatic
GSM2835242	pancreatic
GSM2835243	pancreatic
GSM2844171	breast
GSM2844172	breast
GSM2844173	breast
GSM2844174	breast
GSM3029765	ovarian
GSM3029766	ovarian
GSM3029767	ovarian
GSM3029768	ovarian
GSM3029769	ovarian
GSM3029770	ovarian
GSM3029771	ovarian
GSM3029772	ovarian
GSM3029773	ovarian
GSM3029774	ovarian
GSM3071355	ovarian
GSM3071356	ovarian
GSM3071357	ovarian
GSM3071358	ovarian
GSM3071359	ovarian
GSM3071360	ovarian
GSM3071361	ovarian
GSM3071362	ovarian
GSM3073280	gastric
GSM3073281	gastric
GSM3073282	gastric
GSM3073283	gastric
GSM3073284	gastric
GSM3073285	gastric
GSM3374607	breast
GSM3417850	kidney
GSM3417851	kidney
GSM3417852	kidney
GSM3417853	kidney
GSM3417854	kidney
GSM3417855	kidney
GSM3417856	
GSM3417857	
GSM3417858	
GSM3417859	
GSM3417860	
GSM3417861	
GSM2717328	breast
GSM2717329	breast
GSM2717330	breast
GSM2717331	breast
GSM3121418	breast
GSM3121419	breast
GSM3121420	breast
GSM3121434	breast
GSM3121435	breast
GSM3121438	breast
GSM3121446	breast
GSM3121447	breast
GSM3121448	breast
GSM3121449	breast
GSM3121450	breast
GSM3121451	breast
GSM3121454	breast
GSM3121458	breast
GSM3121459	breast
GSM3121460	breast
GSM3121462	breast
GSM3121463	breast
GSM3121464	breast
GSM3121465	breast
GSM3121466	breast
GSM3121467	breast
GSM3121469	breast
GSM3121470	breast
GSM3121471	breast
GSM3121472	breast
GSM3121473	breast
GSM3121474	breast
GSM3121476	breast
GSM3121477	breast
GSM3121479	breast
GSM3121480	breast
GSM3121481	breast
GSM3121482	breast
GSM3121483	breast
GSM3121484	breast
GSM3121486	breast
GSM3121487	breast
GSM3121488	breast
GSM3121489	breast
GSM3121490	breast
GSM3121491	breast
GSM3121492	breast
GSM3121493	breast
GSM3121494	breast
GSM3121496	breast
GSM3121497	breast
GSM3121498	breast
GSM3121499	breast
GSM3121501	breast
GSM3121502	breast
GSM3121503	breast
GSM3121504	breast
GSM3121505	breast
GSM3121506	breast
GSM3121509	breast
GSM3121510	breast
GSM3121511	breast
GSM3121512	breast
GSM3121513	breast
GSM3121514	breast
GSM3121515	breast
GSM3121516	breast
GSM3121517	breast
GSM3121518	breast
GSM3121519	breast
GSM3121520	breast
GSM3121521	breast
GSM3121522	breast
GSM3121523	breast
GSM3121525	breast
GSM3121526	breast
GSM3121527	breast
GSM3121528	breast
GSM3121530	breast
GSM3121531	breast
GSM3121535	breast
GSM3121536	breast
GSM3121537	breast
GSM3121538	breast
GSM3121539	breast
GSM3121540	breast
GSM3121543	breast
GSM3121544	breast
GSM3121546	breast
GSM3121547	breast
GSM3121548	breast
GSM3121549	breast
GSM3121551	breast
GSM3121552	breast
GSM3121554	breast
GSM3121556	breast
GSM3121557	breast
GSM3121558	breast
GSM3121559	breast
GSM3121561	breast
GSM3121562	breast
GSM3121563	breast
GSM3121564	breast
GSM3121565	breast
GSM3121566	breast
GSM3121567	breast
GSM3121568	breast
GSM3121569	breast
GSM3121570	breast
GSM3121571	breast
GSM3121572	breast
GSM3121573	breast
GSM3121574	breast
GSM3121575	breast
GSM3121576	breast
GSM3121578	breast
GSM3121579	breast
GSM3121581	breast
GSM3121582	breast
GSM3121583	breast
GSM3121584	breast
GSM3121585	breast
GSM3121586	breast
GSM3121587	breast
GSM3121588	breast
GSM3121589	breast
GSM3121590	breast
GSM3121606	breast
GSM3121636	breast
GSM3121637	breast
GSM3121638	breast
GSM3121639	breast
GSM3121642	breast
GSM3426377	
GSM3426378	
GSM3426379	
GSM3426380	
GSM3426381	
GSM3426382	
GSM3437052	breast
GSM3437053	breast
GSM3437054	breast
GSM3437055	breast
GSM3437056	breast
GSM3437057	breast
GSM3437058	breast
GSM3437059	breast
GSM3437060	breast
GSM3437061	breast
GSM3437062	breast
GSM3437063	breast
GSM3437064	breast
GSM3437065	breast
GSM3437066	breast
GSM3437067	breast
GSM3437068	breast
GSM3437069	breast
GSM3437070	breast
GSM3437071	breast
GSM3437072	breast
GSM3437073	breast
GSM3437074	breast
GSM3437075	breast
GSM3437076	breast
GSM3437077	breast
GSM3437078	breast
GSM3437079	breast
GSM3437080	breast
GSM3437081	breast
GSM3437082	breast
GSM3437083	breast
GSM3437084	breast
GSM3437085	breast
GSM3437086	breast
GSM3437087	breast
GSM3437088	breast
GSM3437089	breast
GSM3437090	breast
GSM3437091	breast
GSM3437092	breast
GSM3437093	breast
GSM3437094	breast
GSM3437095	breast
GSM3437096	breast
GSM3437097	breast
GSM3437098	breast
GSM3437099	breast
GSM3437100	breast
GSM3437101	breast
GSM3437102	breast
GSM3437103	breast
GSM3437104	breast
GSM3437105	breast
GSM3437106	breast
GSM3437107	breast
GSM3437108	breast
GSM3437109	breast
GSM3437110	breast
GSM3437111	breast
GSM3437112	breast
GSM3437113	breast
GSM3437114	breast
GSM3437115	breast
GSM3437116	breast
GSM3437117	breast
GSM3437118	breast
GSM3437119	breast
GSM3437120	breast
GSM3437121	breast
GSM3437122	breast
GSM3437124	breast
GSM3437125	breast
GSM3437126	breast
GSM3437127	breast
GSM3437128	breast
GSM3437129	breast
GSM3437130	breast
GSM3437131	breast
GSM3437132	breast
GSM3437133	breast
GSM3437134	breast
GSM3437135	breast
GSM3437136	breast
GSM3437137	breast
GSM3437138	breast
GSM3437139	breast
GSM3437140	breast
GSM3437141	breast
GSM3437142	breast
GSM3437143	breast
GSM3437144	breast
GSM3437145	breast
GSM3437146	breast
GSM3437147	breast
GSM3437148	breast
GSM3437149	breast
GSM3437150	breast
GSM3437151	breast
GSM3437152	breast
GSM3437153	breast
GSM3437154	breast
GSM3437155	breast
GSM3437156	breast
GSM3437157	breast
GSM3437158	breast
GSM3437159	breast
GSM3437160	breast
GSM3437161	breast
GSM3437162	breast
GSM3437163	breast
GSM3437164	breast
GSM3437165	breast
GSM3437166	breast
GSM3437167	breast
GSM3437168	breast
GSM3437169	breast
GSM3437170	breast
GSM3437171	breast
GSM3437172	breast
GSM3437173	breast
GSM3437174	breast
GSM3437175	breast
GSM3437176	breast
GSM3437177	breast
GSM3437178	breast
GSM3437179	breast
GSM3437180	breast
GSM3437181	breast
GSM3437182	breast
GSM3437183	breast
GSM3437184	breast
GSM3437185	breast
GSM3437186	breast
GSM3437187	breast
GSM3437188	breast
GSM3437189	breast
GSM3437190	breast
GSM3437191	breast
GSM3437192	breast
GSM3437193	breast
GSM3437194	breast
GSM3437195	breast
GSM3437197	breast
GSM3437198	breast
GSM3437199	breast
GSM3437200	breast
GSM3437201	breast
GSM3437202	breast
GSM3437203	breast
GSM3437204	breast
GSM3437205	breast
GSM3437206	breast
GSM3437207	breast
GSM3437208	breast
GSM3437209	breast
GSM3437210	breast
GSM3437211	breast
GSM3437212	breast
GSM3437213	breast
GSM3437214	breast
GSM3437215	breast
GSM3437216	breast
GSM3437217	breast
GSM3437218	breast
GSM3437219	breast
GSM3437220	breast
GSM3437221	breast
GSM3437222	breast
GSM3437223	breast
GSM3437224	breast
GSM3437225	breast
GSM3437226	breast
GSM3437227	breast
GSM3437228	breast
GSM3437229	breast
GSM3437230	breast
GSM3437231	breast
GSM3437232	breast
GSM3437233	breast
GSM3437234	breast
GSM3437235	breast
GSM3437236	breast
GSM3437237	breast
GSM3437238	breast
GSM3437239	breast
GSM3437240	breast
GSM3437241	breast
GSM3437242	breast
GSM3437243	breast
GSM3437244	breast
GSM3437245	breast
GSM3437246	breast
GSM3437247	breast
GSM3437248	breast
GSM3437249	breast
GSM3437250	breast
GSM3437251	breast
GSM3437252	breast
GSM3437254	breast
GSM3437255	breast
GSM3437256	breast
GSM3437257	breast
GSM3437258	breast
GSM3437259	breast
GSM3437260	breast
GSM3437262	breast
GSM3437263	breast
GSM3437264	breast
GSM3437265	breast
GSM3437266	breast
GSM3437267	breast
GSM3437268	breast
GSM3437269	breast
GSM3437270	breast
GSM3437271	breast
GSM3437272	breast
GSM3437274	breast
GSM3437275	breast
GSM3437276	breast
GSM3437277	breast
GSM3437278	breast
GSM3437279	breast
GSM3437281	breast
GSM3437282	breast
GSM3437283	breast
GSM3437284	breast
GSM3437285	breast
GSM3437286	breast
GSM3437287	breast
GSM3437288	breast
GSM3437289	breast
GSM3437290	breast
GSM3437291	breast
GSM3437292	breast
GSM3437293	breast
GSM3437294	breast
GSM3437295	breast
GSM3437296	breast
GSM3437297	breast
GSM3437298	breast
GSM3437299	breast
GSM3437300	breast
GSM3437301	breast
GSM3437302	breast
GSM3437303	breast
GSM3437304	breast
GSM3437305	breast
GSM3437306	breast
GSM3437307	breast
GSM3437308	breast
GSM3437309	breast
GSM3437310	breast
GSM3437311	breast
GSM3437312	breast
GSM3437313	breast
GSM3437314	breast
GSM3437315	breast
GSM3437316	breast
GSM3437317	breast
GSM3437318	breast
GSM3437319	breast
GSM3437320	breast
GSM3437321	breast
GSM3437322	breast
GSM3437323	breast
GSM3437324	breast
GSM3437325	breast
GSM3437326	breast
GSM3437327	breast
GSM3437328	breast
GSM3437329	breast
GSM3437330	breast
GSM3437331	breast
GSM3437332	breast
GSM3437333	breast
GSM3437334	breast
GSM3437335	breast
GSM3437336	breast
GSM3437337	breast
GSM3437338	breast
GSM3437339	breast
GSM3437340	breast
GSM3437341	breast
GSM3437342	breast
GSM3437343	breast
GSM3437344	breast
GSM3437345	breast
GSM3437346	breast
GSM3437347	breast
GSM3437348	breast
GSM3437349	breast
GSM3437350	breast
GSM3437351	breast
GSM3437352	breast
GSM3437353	breast
GSM3437354	breast
GSM3437355	breast
GSM3437356	breast
GSM3437357	breast
GSM3437358	breast
GSM3437359	breast
GSM3437360	breast
GSM3437361	breast
GSM3437362	breast
GSM3437363	breast
GSM3437364	breast
GSM3437365	breast
GSM3437366	breast
GSM3437367	breast
GSM3437368	breast
GSM3437369	breast
GSM3437370	breast
GSM3437371	breast
GSM3437372	breast
GSM3437373	breast
GSM3437374	breast
GSM3437375	breast
GSM3437376	breast
GSM3437377	breast
GSM3437378	breast
GSM3437379	breast
GSM3437380	breast
GSM3437381	breast
GSM3437382	breast
GSM3437383	breast
GSM3437384	breast
GSM3437385	breast
GSM3437386	breast
GSM3437387	breast
GSM3437388	breast
GSM3437389	breast
GSM3437390	breast
GSM3437391	breast
GSM3437392	breast
GSM3437393	breast
GSM3437394	breast
GSM3437395	breast
GSM3437396	breast
GSM3437397	breast
GSM3437398	breast
GSM3437399	breast
GSM3437400	breast
GSM3437401	breast
GSM3437402	breast
GSM3437403	breast
GSM3437404	breast
GSM3437405	breast
GSM3437406	breast
GSM3437407	breast
GSM3437408	breast
GSM3437409	breast
GSM3437410	breast
GSM3437412	breast
GSM3437413	breast
GSM3437414	breast
GSM3437415	breast
GSM3437416	breast
GSM3437417	breast
GSM3437418	breast
GSM3437419	breast
GSM3437420	breast
GSM3437421	breast
GSM3437422	breast
GSM3437423	breast
GSM3437424	breast
GSM3437425	breast
GSM3437426	breast
GSM3437427	breast
GSM3437428	breast
GSM3437429	breast
GSM3437430	breast
GSM3437431	breast
GSM3437432	breast
GSM3437433	breast
GSM3437434	breast
GSM3437435	breast
GSM3437436	breast
GSM3437437	breast
GSM3437438	breast
GSM3437439	breast
GSM3437440	breast
GSM3437441	breast
GSM3437442	breast
GSM3437443	breast
GSM3437444	breast
GSM3437445	breast
GSM3437446	breast
GSM3437447	breast
GSM3437448	breast
GSM3437449	breast
GSM3437450	breast
GSM3437451	breast
GSM3437452	breast
GSM3437453	breast
GSM3437454	breast
GSM3437455	breast
GSM3437456	breast
GSM3437457	breast
GSM3437458	breast
GSM3437459	breast
GSM3437460	breast
GSM3437461	breast
GSM3437462	breast
GSM3437463	breast
GSM3437464	breast
GSM3437465	breast
GSM3437466	breast
GSM3437467	breast
GSM3437468	breast
GSM3437469	breast
GSM3437470	breast
GSM3437471	breast
GSM3437472	breast
GSM3437473	breast
GSM3437474	breast
GSM3437475	breast
GSM3437476	breast
GSM3437477	breast
GSM3437478	breast
GSM3437479	breast
GSM3437480	breast
GSM3437481	breast
GSM3437482	breast
GSM3437483	breast
GSM3437485	breast
GSM3437486	breast
GSM3437487	breast
GSM3437488	breast
GSM3437489	breast
GSM3437490	breast
GSM3437491	breast
GSM3437492	breast
GSM3437493	breast
GSM3437494	breast
GSM3437495	breast
GSM3437496	breast
GSM3437497	breast
GSM3437498	breast
GSM3437499	breast
GSM3437500	breast
GSM3437501	breast
GSM3437502	breast
GSM3437503	breast
GSM3437504	breast
GSM3437505	breast
GSM3437506	breast
GSM3437507	breast
GSM3437508	breast
GSM3437509	breast
GSM3437510	breast
GSM3437511	breast
GSM3437512	breast
GSM3437513	breast
GSM3437514	breast
GSM3437515	breast
GSM3437516	breast
GSM3437517	breast
GSM3437518	breast
GSM3437519	breast
GSM3437520	breast
GSM3437521	breast
GSM3437522	breast
GSM3437523	breast
GSM3437524	breast
GSM3437525	breast
GSM3437526	breast
GSM3437527	breast
GSM3437528	breast
GSM3437529	breast
GSM3437530	breast
GSM3437531	breast
GSM3437532	breast
GSM3437533	breast
GSM3437534	breast
GSM3437535	breast
GSM3437536	breast
GSM3437537	breast
GSM3437538	breast
GSM3437539	breast
GSM3437540	breast
GSM3437542	breast
GSM3437543	breast
GSM3437544	breast
GSM3437545	breast
GSM3437546	breast
GSM3437547	breast
GSM3437548	breast
GSM3437550	breast
GSM3437551	breast
GSM3437552	breast
GSM3437553	breast
GSM3437554	breast
GSM3437555	breast
GSM3437556	breast
GSM3437557	breast
GSM3437558	breast
GSM3437559	breast
GSM3437560	breast
GSM3437562	breast
GSM3437563	breast
GSM3437564	breast
GSM3437565	breast
GSM3437566	breast
GSM3437567	breast
GSM3437569	breast
GSM3437570	breast
GSM3437571	breast
GSM3437572	breast
GSM3437573	breast
GSM3437574	breast
GSM3437575	breast
GSM3437576	breast
GSM3437577	breast
GSM3437578	breast
GSM3437579	breast
GSM3437580	breast
GSM3437581	breast
GSM3437582	breast
GSM3437583	breast
GSM3437584	breast
GSM3437585	breast
GSM3437586	breast
GSM3437587	breast
GSM3437588	breast
GSM3437589	breast
GSM3437590	breast
GSM3437591	breast
GSM3437592	breast
GSM3437593	breast
GSM3437594	breast
GSM3437595	breast
GSM3437596	breast
GSM3437597	breast
GSM3437598	breast
GSM3437599	breast
GSM3437600	breast
GSM3437601	breast
GSM3437602	breast
GSM3437603	breast
GSM3437604	breast
GSM3437605	breast
GSM3437606	breast
GSM3437607	breast
GSM3437608	breast
GSM3437609	breast
GSM3437610	breast
GSM3437611	breast
GSM3437612	breast
GSM3437613	breast
GSM3437614	breast
GSM3437615	breast
GSM3437616	breast
GSM3437617	breast
GSM3437618	breast
GSM3437619	breast
GSM3437620	breast
GSM3437621	breast
GSM3437622	breast
GSM3437623	breast
GSM3437624	breast
GSM3437625	breast
GSM3437626	breast
GSM3437627	breast
GSM3437628	breast
GSM3437629	breast
GSM3437630	breast
GSM3437631	breast
GSM3437632	breast
GSM3437633	breast
GSM3437634	breast
GSM3437635	breast
GSM3437636	breast
GSM3437637	breast
GSM3437638	breast
GSM3437639	breast
GSM3437640	breast
GSM3437641	breast
GSM3437642	breast
GSM3437643	breast
GSM3437644	breast
GSM3437645	breast
GSM3437646	breast
GSM3437647	breast
GSM3437648	breast
GSM3437649	breast
GSM3437650	breast
GSM3437651	breast
GSM3437652	breast
GSM3437653	breast
GSM3437654	breast
GSM3437655	breast
GSM3437656	breast
GSM3437657	breast
GSM3437658	breast
GSM3437659	breast
GSM3437660	breast
GSM3437661	breast
GSM3437662	breast
GSM3437663	breast
GSM3437664	breast
GSM3437665	breast
GSM3437666	breast
GSM3437667	breast
GSM3437668	breast
GSM3437669	breast
GSM3437670	breast
GSM3437671	breast
GSM3437672	breast
GSM3437673	breast
GSM3437674	breast
GSM3437675	breast
GSM3437676	breast
GSM3437677	breast
GSM3437678	breast
GSM3437679	breast
GSM3437680	breast
GSM3437681	breast
GSM3437682	breast
GSM3437683	breast
GSM3437684	breast
GSM3437685	breast
GSM3437686	breast
GSM3437687	breast
GSM3437688	breast
GSM3437689	breast
GSM3437690	breast
GSM3437691	breast
GSM3437692	breast
GSM3437693	breast
GSM3437694	breast
GSM3437695	breast
GSM3437696	breast
GSM3437697	breast
GSM3437698	breast
GSM3437700	breast
GSM3437701	breast
GSM3437702	breast
GSM3437703	breast
GSM3437704	breast
GSM3437705	breast
GSM3437706	breast
GSM3437707	breast
GSM3437708	breast
GSM3437709	breast
GSM3437710	breast
GSM3437711	breast
GSM3437712	breast
GSM3437713	breast
GSM3437714	breast
GSM3437715	breast
GSM3437716	breast
GSM3437717	breast
GSM3437718	breast
GSM3437719	breast
GSM3437720	breast
GSM3437721	breast
GSM3437722	breast
GSM3437723	breast
GSM3437724	breast
GSM3437725	breast
GSM3437726	breast
GSM3437727	breast
GSM3437728	breast
GSM3437729	breast
GSM3437730	breast
GSM3437731	breast
GSM3437732	breast
GSM3437733	breast
GSM3437734	breast
GSM3437735	breast
GSM3437736	breast
GSM3437737	breast
GSM3437738	breast
GSM3437739	breast
GSM3437740	breast
GSM3437741	breast
GSM3437742	breast
GSM3437743	breast
GSM3437744	breast
GSM3437745	breast
GSM3437746	breast
GSM3437747	breast
GSM3437748	breast
GSM3437749	breast
GSM3437750	breast
GSM3437751	breast
GSM3437752	breast
GSM3437753	breast
GSM3437754	breast
GSM3437755	breast
GSM3437756	breast
GSM3437757	breast
GSM3437758	breast
GSM3437759	breast
GSM3437760	breast
GSM3437761	breast
GSM3437762	breast
GSM3437763	breast
GSM3437764	breast
GSM3437765	breast
GSM3437766	breast
GSM3437767	breast
GSM3437768	breast
GSM3437769	breast
GSM3437770	breast
GSM3437771	breast
GSM3437773	breast
GSM3437774	breast
GSM3437775	breast
GSM3437776	breast
GSM3437777	breast
GSM3437778	breast
GSM3437779	breast
GSM3437780	breast
GSM3437781	breast
GSM3437782	breast
GSM3437783	breast
GSM3437784	breast
GSM3437785	breast
GSM3437786	breast
GSM3437787	breast
GSM3437788	breast
GSM3437789	breast
GSM3437790	breast
GSM3437791	breast
GSM3437792	breast
GSM3437793	breast
GSM3437794	breast
GSM3437795	breast
GSM3437796	breast
GSM3437797	breast
GSM3437798	breast
GSM3437799	breast
GSM3437800	breast
GSM3437801	breast
GSM3437802	breast
GSM3437803	breast
GSM3437804	breast
GSM3437805	breast
GSM3437806	breast
GSM3437807	breast
GSM3437808	breast
GSM3437809	breast
GSM3437810	breast
GSM3437811	breast
GSM3437812	breast
GSM3437813	breast
GSM3437814	breast
GSM3437815	breast
GSM3437816	breast
GSM3437817	breast
GSM3437818	breast
GSM3437819	breast
GSM3437820	breast
GSM3437821	breast
GSM3437822	breast
GSM3437823	breast
GSM3437824	breast
GSM3437825	breast
GSM3437826	breast
GSM3437827	breast
GSM3437828	breast
GSM3437830	breast
GSM3437831	breast
GSM3437832	breast
GSM3437833	breast
GSM3437834	breast
GSM3437835	breast
GSM3437836	breast
GSM3437838	breast
GSM3437839	breast
GSM3437840	breast
GSM3437841	breast
GSM3437842	breast
GSM3437843	breast
GSM3437844	breast
GSM3437845	breast
GSM3437846	breast
GSM3437847	breast
GSM3437848	breast
GSM3437850	breast
GSM3437851	breast
GSM3437852	breast
GSM3437853	breast
GSM3437854	breast
GSM3437855	breast
GSM3437857	breast
GSM3437858	breast
GSM3437859	breast
GSM3437860	breast
GSM3437861	breast
GSM3437862	breast
GSM3437863	breast
GSM3437864	breast
GSM3437865	breast
GSM3437866	breast
GSM3437867	breast
GSM3437868	breast
GSM3437869	breast
GSM3437870	breast
GSM3437871	breast
GSM3437872	breast
GSM3437873	breast
GSM3437874	breast
GSM3437875	breast
GSM3437876	breast
GSM3437877	breast
GSM3437878	breast
GSM3437879	breast
GSM3437880	breast
GSM3437881	breast
GSM3437882	breast
GSM3437883	breast
GSM3437884	breast
GSM3437885	breast
GSM3437886	breast
GSM3437887	breast
GSM3437888	breast
GSM3437889	breast
GSM3437890	breast
GSM3437891	breast
GSM3437892	breast
GSM3437893	breast
GSM3437894	breast
GSM3437895	breast
GSM3437896	breast
GSM3437897	breast
GSM3437898	breast
GSM3437899	breast
GSM3437900	breast
GSM3437901	breast
GSM3437902	breast
GSM3437903	breast
GSM3437904	breast
GSM3437905	breast
GSM3437906	breast
GSM3437907	breast
GSM3437908	breast
GSM3437909	breast
GSM3437910	breast
GSM3437911	breast
GSM3437912	breast
GSM3437913	breast
GSM3437914	breast
GSM3437915	breast
GSM3098446	
GSM3098447	
GSM3098448	
GSM3098449	
GSM3098450	
GSM3098451	
GSM3098452	
GSM3098453	
GSM3098454	
GSM3098455	
GSM3098456	
GSM3098457	
GSM3098482	
GSM3098483	
GSM3098484	
GSM3098485	
GSM3098486	
GSM3098487	
GSM3098488	
GSM3098489	
GSM3098490	
GSM3098491	
GSM3098492	
GSM3098493	
GSM3330951	colorectal
GSM3330952	colorectal
GSM3330953	colorectal
GSM3330954	colorectal
GSM3330955	colorectal
GSM3330956	colorectal
GSM3332281	colorectal
GSM3332282	colorectal
GSM3332283	colorectal
GSM3332284	colorectal
GSM3332285	colorectal
GSM3332286	colorectal
GSM3332287	colorectal
GSM3332288	colorectal
GSM3332289	colorectal
GSM3332290	colorectal
GSM3332291	colorectal
GSM3332292	colorectal
GSM3375832	lung
GSM3401172	breast
GSM3401173	breast
GSM3401174	breast
GSM3401175	breast
GSM3409966	prostate
GSM3409967	prostate
GSM3409968	prostate
GSM3409969	prostate
GSM3409970	prostate
GSM3409971	prostate
GSM3409972	prostate
GSM3409973	prostate
GSM3409974	prostate
GSM3409975	prostate
GSM3409976	prostate
GSM3409977	prostate
GSM3409978	prostate
GSM3409979	prostate
GSM3409980	prostate
GSM3409981	prostate
GSM3409982	prostate
GSM3409983	prostate
GSM3409984	prostate
GSM3409985	prostate
GSM3409986	prostate
GSM3409987	prostate
GSM3409988	prostate
GSM3409989	prostate
GSM3409990	prostate
GSM3409991	prostate
GSM3409992	prostate
GSM3409993	prostate
GSM3409994	prostate
GSM3409995	prostate
GSM3409996	prostate
GSM3409997	prostate
GSM3409998	prostate
GSM3409999	prostate
GSM3410000	prostate
GSM3410001	prostate
GSM3410002	prostate
GSM3410003	prostate
GSM3410004	prostate
GSM3410005	prostate
GSM3410006	prostate
GSM3410007	prostate
GSM3410008	prostate
GSM3410009	prostate
GSM3410010	prostate
GSM3410011	prostate
GSM3410012	prostate
GSM3410013	prostate
GSM3410014	prostate
GSM3410015	prostate
GSM3410016	prostate
GSM3410017	prostate
GSM3410018	prostate
GSM3410019	prostate
GSM3410020	prostate
GSM3410021	prostate
GSM3410022	prostate
GSM3410023	prostate
GSM3410024	prostate
GSM3410025	prostate
GSM3410026	prostate
GSM3410027	prostate
GSM3410028	prostate
GSM3410029	prostate
GSM3410030	prostate
GSM3410031	prostate
GSM3410032	prostate
GSM3410033	prostate
GSM3410034	prostate
GSM3410035	prostate
GSM3410036	prostate
GSM3410037	prostate
GSM3410038	prostate
GSM3410039	prostate
GSM3410040	prostate
GSM3410041	prostate
GSM3410042	prostate
GSM3410043	prostate
GSM3410044	prostate
GSM3410045	prostate
GSM3410046	prostate
GSM3410047	prostate
GSM3410048	prostate
GSM3410049	prostate
GSM3410050	prostate
GSM3410051	prostate
GSM3410052	prostate
GSM3410053	prostate
GSM3410054	prostate
GSM3410055	prostate
GSM3410056	prostate
GSM3410057	prostate
GSM3430710	
GSM3430711	
GSM3430712	
GSM3430713	
GSM3430714	
GSM3430715	
GSM3430716	
GSM3430717	
GSM3430718	
GSM3430719	
GSM3430720	
GSM3430721	
GSM1555733	prostate
GSM1555734	prostate
GSM1555735	prostate
GSM1555736	prostate
GSM1555737	prostate
GSM1555738	prostate
GSM1568796	prostate
GSM1568797	prostate
GSM1568798	prostate
GSM1568799	prostate
GSM1568800	prostate
GSM1568801	prostate
GSM1568802	prostate
GSM1568803	prostate
GSM1568804	prostate
GSM1568805	prostate
GSM1568806	prostate
GSM1568807	prostate
GSM2334874	
GSM2334875	
GSM2334876	
GSM2334877	
GSM2334878	
